"Horodateur","Please briefly describe your main area(s) of expertise 
"2026/01/14 3:10:30 PM UTC+1","Signal processing EEG, BCI/neurofeedback","< 5 years","Moderate familiarity (regular use or solid theoretical understanding)","C","3","Several plausible options (more than one CSP could have been selected)","","D","5","Clear choice (one CSP clearly stood out)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","5","Clear choice (one CSP clearly stood out)","","F","3","Several plausible options (more than one CSP could have been selected)","","C","3","Several plausible options (more than one CSP could have been selected)","","D","4","Several plausible options (more than one CSP could have been selected)","","D","4","Several plausible options (more than one CSP could have been selected)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","F","3","Several plausible options (more than one CSP could have been selected)","","D","3","Several plausible options (more than one CSP could have been selected)","","A","3","Several plausible options (more than one CSP could have been selected)","","A","5","Clear choice (one CSP clearly stood out)","","A","5","Clear choice (one CSP clearly stood out)","","B","4","Clear choice (one CSP clearly stood out)","","F","3","Clear choice (one CSP clearly stood out)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","4","Clear choice (one CSP clearly stood out)","","C","3","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","",""
"2026/01/14 5:22:08 PM UTC+1"," EEG signal processing","< 5 years","No familiarity","D","2","Several plausible options (more than one CSP could have been selected)","","A","3","Clear choice (one CSP clearly stood out)","","B","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","4","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","D","3","Several plausible options (more than one CSP could have been selected)","","C","2","Several plausible options (more than one CSP could have been selected)","","C","3","Clear choice (one CSP clearly stood out)","","D","1","Several plausible options (more than one CSP could have been selected)","","F","1","Several plausible options (more than one CSP could have been selected)","","C","1","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","","F","3","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Several plausible options (more than one CSP could have been selected)","","C","3","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","To select the CSP, I focused on the different activation patterns that were shown in the 1rst image on the left. I tried to select the one that matches most the original pattern. I was also interested in the ""power"" of the activation and that was a criteria of choice of the CSP I believe was right. 
I also tried to remember where I was supposed to see an activation with this type of task, but I find it quite hard to choose, specifically when no distinct pattern emerged on the different CSP. Also, I supposed that the major pre-frontal activation that was on the different CSP was blinks, but maybe I was wrong. 
To sum up, I'm not familiar with neurofeedback and I think this task was hard and I was not very confident in my different choices. "
"2026/01/16 10:39:02 PM UTC+1","EEG signal processing, human neurophysiology, cognition","> 10 years","Limited familiarity (general knowledge or occasional use)","A","4","Clear choice (one CSP clearly stood out)","","F","3","Several plausible options (more than one CSP could have been selected)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","4","Clear choice (one CSP clearly stood out)","","D","4","Several plausible options (more than one CSP could have been selected)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","F","3","Several plausible options (more than one CSP could have been selected)","","D","3","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","","A","5","Clear choice (one CSP clearly stood out)","","E","3","Clear choice (one CSP clearly stood out)","","E","3","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","5","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","the result of the CSP is surprising considering the initial spatial pattern","A","5","Clear choice (one CSP clearly stood out)","","my strategy was based on two main criteria : I expected the response to show on contralateral side (left) and central (motor area) but I also used the initial spatial pattern (3-30Hz) to make sure the activity was initially existing in the ""raw"" data. "
"2026/01/21 8:37:02 PM UTC+1","EEG signal processing, neurophysiology, cognitive neuroscience","> 10 years","No familiarity","C","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","4","Clear choice (one CSP clearly stood out)","","F","4","Clear choice (one CSP clearly stood out)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","3","Clear choice (one CSP clearly stood out)","","A","3","Clear choice (one CSP clearly stood out)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Several plausible options (more than one CSP could have been selected)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","3","Clear choice (one CSP clearly stood out)","",""
"2026/01/23 9:00:20 AM UTC+1","EEG, NF, sport, personalisation of protocols, neural efficiency","< 5 years","No familiarity","B","1","Several plausible options (more than one CSP could have been selected)","","B","1","Several plausible options (more than one CSP could have been selected)","","C","1","Clear choice (one CSP clearly stood out)","","A","1","Clear choice (one CSP clearly stood out)","","E","1","Clear choice (one CSP clearly stood out)","","B","1","Clear choice (one CSP clearly stood out)","","A","1","Clear choice (one CSP clearly stood out)","","E","1","Clear choice (one CSP clearly stood out)","","C","1","Several plausible options (more than one CSP could have been selected)","","C","1","Several plausible options (more than one CSP could have been selected)","","F","1","Several plausible options (more than one CSP could have been selected)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","1","Clear choice (one CSP clearly stood out)","","E","1","Clear choice (one CSP clearly stood out)","","D","1","Several plausible options (more than one CSP could have been selected)","","B","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","Clear choice (one CSP clearly stood out)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","Clear choice (one CSP clearly stood out)","","I was kind of looking for similar gradients of colours whatever the pink of green nuances. I was expecting the an area to be more diffused in the CSP than in the ERD topoplots. As if in bilateral temporal was dark blue in ERD topo. I would maybe expect the whole temporal and central regions to be darker. Again, I have no idea what CSPs are"
"2026/01/23 9:38:54 AM UTC+1","EEG/ECoG signal processing","5–10 years","High familiarity (extensive use in research or applied BCI/neurofeedback)","C","4","Several plausible options (more than one CSP could have been selected)","C shows a clearer response on the left so is more suitable for right hand but B could be a strong candidate for left vs right classification","F","4","Several plausible options (more than one CSP could have been selected)","D is not too bad either, but has too much activation close the the eyes that are irrelevant","A","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","Too much activation in the eyes. Did you try to remove them using ICA for example ?","A","5","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","3","Several plausible options (more than one CSP could have been selected)","E or C might be good choices once renormalized","E","4","Several plausible options (more than one CSP could have been selected)","D and E are strong choices ","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","All CSPs are polluted with occular movements but D could have been good otherwise","E","3","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","The occular artefacts are very high again but once normalized, D and F might be good patterns","D","4","Clear choice (one CSP clearly stood out)","","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","5","Clear choice (one CSP clearly stood out)","","A","5","Clear choice (one CSP clearly stood out)","","E","3","Several plausible options (more than one CSP could have been selected)","If it's rest vs right, then E or F might be good for the job","F","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","F might have been good but was polluted with muscular artefact from the back of the patient","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","Too much occular artefacts","B","4","Clear choice (one CSP clearly stood out)","","B","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","5","Clear choice (one CSP clearly stood out)","For right vs rest, the choice is clear but some subjects also have activations in the ipsilateral hemisphere (in addition to contrallateral) so B might have worked too","Event related desynchronization in beta usually appear in the opposite side as the one imagined so strong left-sided activations are a must for this kind of CSP. In the right vs rest paradigm, it is also possible to choose right-sided activations as they can sometimes appear too and might not be related to left motor imagery in this case. In any case, when there is a strong activation in the surroundings of the EEG, it is usually eye movements or muscular artefacts. "
"2026/01/23 11:02:09 AM UTC+1","BCI in ecological condition","< 5 years","Moderate familiarity (regular use or solid theoretical understanding)","A","3","Several plausible options (more than one CSP could have been selected)","maybe CSP C is better choice","A","4","Several plausible options (more than one CSP could have been selected)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","F","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","2","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","D","2","Several plausible options (more than one CSP could have been selected)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","F","3","Clear choice (one CSP clearly stood out)","","A","3","Clear choice (one CSP clearly stood out)","","D","2","Clear choice (one CSP clearly stood out)","","A","5","Clear choice (one CSP clearly stood out)","","A","3","Clear choice (one CSP clearly stood out)","","B","4","Clear choice (one CSP clearly stood out)","","C","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","4","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","",""
"2026/01/28 3:24:48 PM UTC+1","BCI, brain connectivity","< 5 years","No familiarity","E","2","Several plausible options (more than one CSP could have been selected)","","A","4","Several plausible options (more than one CSP could have been selected)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","3","Clear choice (one CSP clearly stood out)","","E","2","Clear choice (one CSP clearly stood out)","","A","3","Clear choice (one CSP clearly stood out)","","D","4","Clear choice (one CSP clearly stood out)","","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","3","Several plausible options (more than one CSP could have been selected)","","A","2","Several plausible options (more than one CSP could have been selected)","","A","3","Several plausible options (more than one CSP could have been selected)","","A","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","F","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","4","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","It was quite hard to make a desition without scale or representation of the data. I am not familiar with selecting CSP, so intuitively I chose the occurences where I saw the most ""color concentration"" in the left hemisphere, near the motor area"
"2026/01/28 4:08:24 PM UTC+1","EEG signal processing","< 5 years","Moderate familiarity (regular use or solid theoretical understanding)","E","3","Several plausible options (more than one CSP could have been selected)","The pattern should be dipolar and close to the electrode in the left part of the motor cortex","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","2","Clear choice (one CSP clearly stood out)","only one dipolar activity","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","4","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","3","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","","E","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","2","Clear choice (one CSP clearly stood out)","","B","3","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","4","Clear choice (one CSP clearly stood out)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","2","Several plausible options (more than one CSP could have been selected)","",""
"2026/01/28 5:03:31 PM UTC+1","Cognitive Neuroscience","5–10 years","Limited familiarity (general knowledge or occasional use)","D","4","Clear choice (one CSP clearly stood out)","","A","3","Several plausible options (more than one CSP could have been selected)","","B","3","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","","F","2","Clear choice (one CSP clearly stood out)","","C","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","3","Several plausible options (more than one CSP could have been selected)","","D","4","Several plausible options (more than one CSP could have been selected)","","E","2","Several plausible options (more than one CSP could have been selected)","","D","2","Several plausible options (more than one CSP could have been selected)","","A","3","Clear choice (one CSP clearly stood out)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Several plausible options (more than one CSP could have been selected)","","C","3","Clear choice (one CSP clearly stood out)","","D","3","Clear choice (one CSP clearly stood out)","","B","3","Clear choice (one CSP clearly stood out)","","C","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","3","Several plausible options (more than one CSP could have been selected)","","First off, I have not carried out MI-BCI research myself so far, but I have worked with CSPs (albeit I used a a fixed number of CSPs selected automatically after sorting eigenvalues). My strategy for this task was to look for pattern that either mimicked the topoplot on the left in a good way or matched what I have seen left/right hand CSPs in articles before (with a lateralized difference somewhat closely positioned to C3 or C4."
"2026/01/28 10:13:28 PM UTC+1","BCI classification","< 5 years","Moderate familiarity (regular use or solid theoretical understanding)","A","4","Clear choice (one CSP clearly stood out)","","A","3","Several plausible options (more than one CSP could have been selected)","","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","C","3","Several plausible options (more than one CSP could have been selected)","","E","4","Several plausible options (more than one CSP could have been selected)","","A","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","3","Several plausible options (more than one CSP could have been selected)","","F","4","Clear choice (one CSP clearly stood out)","","D","4","Clear choice (one CSP clearly stood out)","","D","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","A","5","Clear choice (one CSP clearly stood out)","","E","3","Several plausible options (more than one CSP could have been selected)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","D","2","Several plausible options (more than one CSP could have been selected)","","B","4","Clear choice (one CSP clearly stood out)","","C","3","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","",""
"2026/01/29 4:11:32 PM UTC+1","Neurofeedback, EEG processing, motor imagery, movement science","< 5 years","Limited familiarity (general knowledge or occasional use)","D","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","3","Clear choice (one CSP clearly stood out)","","A","3","Clear choice (one CSP clearly stood out)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","5","Clear choice (one CSP clearly stood out)","","A","3","No suitable CSP (none of the proposed CSPs seemed appropriate)","","F","3","Several plausible options (more than one CSP could have been selected)","","B","4","Several plausible options (more than one CSP could have been selected)","","B","4","Clear choice (one CSP clearly stood out)","","C","3","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","3","Several plausible options (more than one CSP could have been selected)","","C","3","No suitable CSP (none of the proposed CSPs seemed appropriate)","","E","2","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Clear choice (one CSP clearly stood out)","","A","3","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Several plausible options (more than one CSP could have been selected)","","As I am unfamiliar with using CSP in my neurofeedback / BCI studies protocoles, I tried superposing the ERD map with the proposed CSP maps. The complicated point was the two colours used in the CSP; I did not understand how these coefficient patterns were supposed to influence the selection."
"2026/01/31 5:29:38 PM UTC+1","EEG signal processing, neurofeedback, cognitive neuroscience","< 5 years","Limited familiarity (general knowledge or occasional use)","C","3","Several plausible options (more than one CSP could have been selected)","","D","1","Several plausible options (more than one CSP could have been selected)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","4","Clear choice (one CSP clearly stood out)","","C","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","C","2","Several plausible options (more than one CSP could have been selected)","","D","3","Several plausible options (more than one CSP could have been selected)","","A","1","Several plausible options (more than one CSP could have been selected)","","A","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","A","1","Several plausible options (more than one CSP could have been selected)","","A","3","Several plausible options (more than one CSP could have been selected)","","A","1","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","","A","5","Clear choice (one CSP clearly stood out)","","B","3","Several plausible options (more than one CSP could have been selected)","","B","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","1","No suitable CSP (none of the proposed CSPs seemed appropriate)","","B","3","Several plausible options (more than one CSP could have been selected)","","C","2","Several plausible options (more than one CSP could have been selected)","","A","4","Clear choice (one CSP clearly stood out)","","Location centered on left central electrodes, resembling the beta ERD found in the original signal"
"2026/02/06 1:46:58 PM UTC+1","BCI ","< 5 years","Limited familiarity (general knowledge or occasional use)","D","4","Clear choice (one CSP clearly stood out)","","A","3","Several plausible options (more than one CSP could have been selected)","","D","4","Clear choice (one CSP clearly stood out)","","A","4","Clear choice (one CSP clearly stood out)","","D","3","Clear choice (one CSP clearly stood out)","","E","3","Several plausible options (more than one CSP could have been selected)","","D","3","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","E","4","Clear choice (one CSP clearly stood out)","","D","3","Several plausible options (more than one CSP could have been selected)","","A","2","Several plausible options (more than one CSP could have been selected)","","E","4","Clear choice (one CSP clearly stood out)","","A","3","Several plausible options (more than one CSP could have been selected)","","A","3","Several plausible options (more than one CSP could have been selected)","","A","3","Several plausible options (more than one CSP could have been selected)","","E","3","Several plausible options (more than one CSP could have been selected)","","C","4","Clear choice (one CSP clearly stood out)","","B","3","Clear choice (one CSP clearly stood out)","","C","4","Clear choice (one CSP clearly stood out)","","A","3","Several plausible options (more than one CSP could have been selected)","",""